State,District,Latitude,Longitude,District code,Population,Male,Female,Male_Literate,Female_Literate,Male_Workers,Female_Workers,sex_ratio,literacy_rate,male_to_female_working_ratio,ownership_ratio,electric_lighting_ratio,internet_access_ratio,bathing_facility_ratio,latrine_facility_ratio,lpg_or_png_ratio,urban_to_rural_ratio
Gujarat,Ahmadabad,22.605425564971743,72.23898135593227,474,7214225,3788051,3426174,3025463,2410297,2127547,467405,90.0,75.0,455.1827644120196,443.414498244832,66.22749882650035,5.746555005294394,58.90795396242618,56.44874444634469,43.89329886216019,522.5212292132095
Gujarat,Amreli,21.04832649310872,71.43457637825426,480,1514190,771049,743141,558180,437279,453642,203497,96.0,66.0,222.9231880568264,1235.2083236564633,63.47486025735405,0.5893923313973336,46.71410291839773,40.185735219326865,18.665948310896326,37.26292100448179
Gujarat,Anand,22.282718206229863,72.57782051557454,482,2092745,1087224,1005521,874481,676772,627561,217233,92.0,74.0,288.8884285536728,1206.0435721544716,60.82281462474296,1.5919946879918712,40.9466757343803,37.0700673808295,23.653549029159773,50.57374152097183
Gujarat,Banas Kantha,24.258538965517253,71.93205252873561,469,3120506,1610379,1510127,1048402,656521,836268,412332,94.0,55.0,202.81423707109803,1561.5619797184804,49.35022140097514,0.4257663234257278,28.486925467267348,18.157491261469517,10.548659097211255,20.61031265513151
Gujarat,Bharuch,21.75787276237761,72.67326346710801,488,1551019,805707,745312,623047,495229,468919,158205,93.0,72.0,296.3996081034102,627.9699248120301,64.12729566220466,2.128025958721649,54.286757566452835,42.51964746595407,25.216391837276657,60.30358158422493
Gujarat,Bhavnagar,21.70219390341736,72.16272632761141,481,2880365,1490201,1390164,1087371,799884,838781,311851,93.0,66.0,268.96851380947953,758.1710167510713,67.29908329379889,0.980678074984175,50.413062089004235,39.27147324806438,23.025439571442202,92.1433385581961
Gujarat,Gandhinagar,23.193679790026252,72.67221679790026,473,1391753,723864,667889,582686,447808,408075,126901,92.0,74.0,321.569569979748,560.5293303422271,60.59645753800276,2.794408874158123,44.586366552954594,39.5067142441686,30.62447779383185,82.32922600410733
Gujarat,Jamnagar,22.410600414263328,69.62062005768233,477,2160119,1114192,1045927,795140,601394,646822,200618,94.0,65.0,322.41473845816427,626.3324212198781,59.805515800874176,1.7905852318879822,44.23455691795923,37.57258345259738,22.121069121571963,86.17603511945569
Gujarat,Junagadh,20.929523011609785,70.54733890140345,479,2743082,1404356,1338726,1046981,795837,801859,321850,95.0,67.0,249.140593444151,800.793081111364,64.15584047748096,0.8533066921748893,44.360618634477554,40.390450895598676,18.611175124848245,58.76620124806586
Gujarat,Kachchh,23.48057203301311,68.82192301497916,468,2092371,1096737,995634,739239,513080,624704,151524,91.0,60.0,412.28056281513165,394.8554795097249,54.55263602854148,1.302762841973555,44.62750667884075,37.90970883635995,18.94653545703561,51.399876713366766
Gujarat,Kheda,22.88765312500002,73.018803515625,483,2299885,1185727,1114158,942480,717763,674586,259397,94.0,72.0,260.05929135649217,1919.8318275337688,59.8409069717343,0.9179680592129589,35.5224701218277,27.74787549073511,16.0736046403205,34.78966540189261
Gujarat,Mahesana,23.529355452865065,72.45545194085031,471,2035064,1056520,978544,847499,655146,588699,223365,93.0,74.0,263.5591968303002,860.9265390225268,58.448365499899204,1.1760640128049862,44.04351391375126,35.29025696369647,27.43265180532419,38.60001470572788
Gujarat,Narmada,21.70666386292833,73.68403208722742,487,590297,301086,289211,211767,158569,174282,120513,96.0,63.0,144.61676333673546,2407.8733597167256,63.56590114049473,0.35917166035829867,40.65000093534287,16.975225885302024,8.104434148744458,16.10761578615851
Gujarat,Navsari,20.866973318871995,72.86184869848157,490,1329672,678165,651507,539471,462438,407881,183953,96.0,75.0,221.73109435562344,1014.492697627695,65.42223503993587,1.6438717750686778,49.21839102933844,41.09679437671695,28.013764920959243,52.8189766899854
Gujarat,Panch Mahals,22.80435606837605,73.61984598290586,484,2390776,1226961,1163815,858054,582751,673565,423942,95.0,60.0,158.88140358822668,2825.525126296198,70.28475989295298,0.6088784198759339,31.98673011499275,21.436889646071798,10.41153909172112,22.49596968251673
Gujarat,Patan,23.80634198473284,71.75162977099237,470,1343734,694397,649337,494631,343282,383074,171756,94.0,62.0,223.03383870141366,1276.9599416575506,55.28408612899555,0.5520391549421237,39.025036002553584,30.676897495409982,16.40776170516012,34.05001277020595
Gujarat,Porbandar,21.55092351651571,69.71896987722886,478,585449,300209,285240,221621,172057,174118,57051,95.0,67.0,305.19710434523495,637.6665844027641,63.75699997821018,0.9004641230688776,43.555117338156144,39.37800971825769,22.708256161070317,91.19095974587304
Gujarat,Rajkot,22.40603377715488,70.83679439383323,476,3804558,1974445,1830113,1514075,1210981,1159480,319570,93.0,72.0,362.8250461557718,576.8775888136412,63.280965549709315,1.8446138292269474,50.24936367808461,46.006709534075185,30.663688414792134,157.03434797181123
Gujarat,Sabar Kantha,23.71803594548552,73.13638790459964,472,2428589,1244231,1184358,918625,660109,681435,403443,95.0,65.0,168.90490106409084,2039.7144799456153,65.90296799707903,0.7906444909568721,34.72314671098202,27.43410168992372,14.880854893746816,22.335227857594518
Gujarat,Surat,21.25761372772093,72.93488716344339,492,6081322,3402224,2679098,2687468,1883942,2142819,410723,79.0,75.0,521.7187739668827,164.81949469802908,65.92414721676269,2.931513107959731,60.55879501304848,58.097953614992434,42.92065955097224,413.6918667531906
Gujarat,Surendranagar,22.82672007299272,71.48358740875906,475,1756268,909917,846351,643221,450405,504038,219462,93.0,62.0,229.66982894532993,1159.6040501737948,60.34143164774929,0.5942892300808233,38.5520916983288,24.119353253508805,15.552798852572325,46.89425684002958
Gujarat,The Dangs,20.801633877551023,73.6883518367347,489,228291,113821,114470,77314,63654,61329,56928,101.0,62.0,107.73081787521079,3587.451587916344,49.97483981347915,0.22979637022375793,34.7244120903083,23.04002147002583,3.4033345633868963,14.425549882921961
Gujarat,Vadodara,22.26133739279589,73.49433010291594,486,4165626,2153736,2011890,1614087,1278993,1233312,460161,93.0,69.0,268.0174982234479,872.2736468540556,64.35512022089203,4.321583328294738,50.99703730576214,43.813531652457826,33.19297821311244,126.58068075125945
Gujarat,Valsad,20.44238231644259,72.9148584798345,491,1705678,887222,818456,655528,515129,516188,227057,92.0,69.0,227.33850971341997,508.50203120199365,66.05616875104084,2.2111153692582732,46.663763992527954,34.28252115307058,27.530392804043412,89.92835638885714
Haryana,Ambala,30.3503672316384,76.94970310734456,70,1128350,598703,529647,461288,356737,320120,52019,88.0,72.0,615.3905303831292,988.1145559077964,63.339317887684935,4.091595401832162,59.0577181718984,45.33521963103002,38.57880579592458,79.77133407464432
Haryana,Bhiwani,28.728868064516128,76.02110225806452,81,1634445,866672,767773,643158,426713,430678,192328,89.0,65.0,223.92891310677592,2572.2563113604488,58.35075676884032,1.1598090654463686,53.01852801556932,38.50447749418123,19.491893171328257,27.79325971090641
Haryana,Faridabad,28.14873109756098,77.32718536585368,88,1809733,966110,843623,734940,537799,476933,102296,87.0,70.0,466.2283960272151,395.0198092023399,70.78488402973564,9.228543323397375,66.67190730027343,62.972374070761305,54.90385207815909,436.6944127708096
Haryana,Fatehabad,29.57298318584072,75.54608716814157,78,942011,495360,446651,327471,230107,263498,105585,90.0,59.0,249.56007008571294,1842.2554347826085,59.33160461336017,1.2423562195216347,58.912841551203655,52.08839693474727,20.00657945661429,27.268249433553343
Haryana,Gurgaon,28.043894789579163,77.01935130260523,86,1514432,816690,697742,638666,472450,432456,112260,85.0,73.0,385.2271512560128,215.91678564144402,58.38385612890043,12.810416829771754,55.51155165928,51.78034375232723,45.515198848175736,269.56945159947213
Haryana,Hisar,29.23628731117825,75.84324682779452,80,1743931,931562,812369,670200,444111,488321,203300,87.0,64.0,240.19724545007378,1280.9948869052778,62.483611984407815,2.2213160398661773,60.05248549742834,50.675471251364755,24.224665991414653,51.02859810670402
Haryana,Jhajjar,28.59651868131869,76.61137142857145,83,958405,514667,443738,399480,276611,250020,76514,86.0,71.0,326.7637295135531,1384.0957709396082,58.09460130142274,1.7350005514503144,53.01987978383148,42.58058067718098,24.177305062313888,36.97926502247233
Haryana,Jind,29.45149821958457,76.29598575667653,77,1334152,713006,621146,502049,330709,368277,155145,87.0,62.0,237.37600309387994,1850.194868463787,60.45163043478261,1.4301630434782608,50.62961956521739,39.79021739130435,21.30054347826087,32.21477715702301
Haryana,Kaithal,29.96068539094649,76.37698930041155,73,1074304,571003,503301,385782,260747,292696,81203,88.0,60.0,360.44973707867933,2514.3311258278145,61.06810262494825,1.213871513460479,50.05296834611636,41.362899992502946,20.42720193489294,32.755927318675326
Haryana,Karnal,29.703200647249204,76.87488025889972,74,1505324,797712,707612,564516,413497,411646,104416,89.0,65.0,394.2365154765553,1339.9265314569536,62.34758587220778,2.6045142113195925,55.564136424935015,50.39383857284847,33.395317800663555,46.43948039168791
Haryana,Kurukshetra,30.05652659846548,76.78774680306903,72,964655,510976,453679,370828,276065,268556,68224,89.0,67.0,393.6386022514071,1241.269233713542,58.908714588737624,2.5207233201174692,52.402671500680206,46.71391023949613,30.892225028356425,43.36364484925302
Haryana,Mahendragarh,28.1352161458333,76.14018072916659,84,922088,486665,435423,380440,249815,232935,105649,89.0,68.0,220.48008026578577,4415.090761311298,50.55385120660441,0.9793164192250561,42.29609393077606,27.843712445230683,16.928663666017272,19.76346066170226
Haryana,Panchkula,30.700897142857134,76.97173238095236,69,561293,299679,261614,229862,175456,164865,46614,87.0,72.0,353.6812974642811,326.44412191582,62.87108556009991,11.312602171971,57.46546663344495,47.381662827937845,42.34978821155751,132.10522603850765
Haryana,Panipat,29.34352134146342,76.92895914634147,75,1205437,646857,558580,464136,322463,328667,83651,86.0,65.0,392.9026550788395,561.0537985403258,64.14945036143548,3.062577526840327,58.38511973504916,54.00634268849333,37.22693748357806,88.64681675139191
Haryana,Rewari,28.19164714828897,76.55956007604564,85,900332,474335,425997,375453,261494,235326,102401,90.0,71.0,229.8083026532944,1571.371250877721,56.799526704718815,1.9054600117579645,50.15888135618447,37.370978664503596,23.317606435625144,34.74823137744486
Haryana,Rohtak,28.892517647058817,76.53123235294117,82,1061204,568479,492725,436025,311557,272646,73321,87.0,70.0,371.852538836077,1191.7122450292775,62.91742413876237,2.7633885229131234,56.8152940946498,48.2143206208339,30.83090616468258,75.19220561291759
Haryana,Sirsa,29.63583446327684,74.90970480225988,79,1295189,682582,612607,456968,325929,369462,132541,90.0,60.0,278.7529896409413,1694.293876920701,63.61631915747715,1.8557108786512078,63.84654891496848,63.570273205978886,20.82044440246523,38.01430689761932
Himachal Pradesh,Bilaspur,31.3780422907489,76.65316079295157,30,381956,192764,189192,155599,132021,111543,94328,98.0,75.0,118.25014841828514,1846.5298142717497,48.129161725804984,0.9571589285171335,37.163185259509255,34.548937334671166,10.497126698896288,7.862493276836899
Himachal Pradesh,Bilaspur,31.3780422907489,76.65316079295157,406,2663629,1351574,1312055,932474,664086,715467,487730,97.0,60.0,146.6932524142456,1491.9410998591286,70.43911272068809,1.161009804745421,18.425575286728492,23.213554782693553,10.534883153566113,34.23636178388449
Himachal Pradesh,Chamba,32.66741814595661,76.39354063116366,23,519080,261320,257760,186064,137778,158791,135244,99.0,62.0,117.41075389666085,1441.597922395356,47.9855766589589,0.8065684134824278,23.119297211720465,26.24618565556782,10.716622301242065,7.422945894471418
Himachal Pradesh,Hamirpur,31.67668481012659,76.49767088607594,28,454768,217070,237698,180555,177536,118724,123207,110.0,79.0,96.36140803688103,2235.8041329739444,49.26471979862596,1.1928194257811762,41.12127864943127,44.40922081117399,16.54995552359142,7.766831875012747
Himachal Pradesh,Hamirpur,31.67668481012659,76.49767088607594,168,1104285,593537,510748,408125,245174,308527,135128,86.0,59.0,228.32203540346933,4210.917030567685,17.961596886129854,0.38409536869622746,38.62117470237426,22.085804850006905,6.4792007219451415,21.594729792526586
Himachal Pradesh,Kangra,32.14093603238864,76.41205910931173,24,1510075,750591,759484,606443,546197,403756,271414,101.0,76.0,148.760196600028,1870.4134980988592,52.61697230157111,1.2836984799020608,36.65945087737196,35.11050040807998,23.64966971026321,6.6302239763666435
Himachal Pradesh,Kinnaur,31.60667184065933,78.51613736263741,34,84121,46249,37872,36697,24002,33863,22410,82.0,72.0,151.1066488174922,308.71203724229656,40.13344116457744,0.7952554252594689,31.23062407332525,30.37471357325785,24.127240868041515,0.0
Himachal Pradesh,Kullu,31.90911922077925,77.40922649350647,26,437903,225452,212451,174550,133122,148829,120255,94.0,70.0,123.76117417155213,638.9505389980976,48.39431066644057,1.390007630998813,35.04377225707987,29.586548244870276,21.23113447515686,12.327152593827197
Himachal Pradesh,Mandi,31.635805940594054,76.96556930693067,27,999777,498065,501712,393669,330078,297464,275207,101.0,72.0,108.08736696377636,1864.2053701015964,46.34386647220872,1.1522713768703075,37.81947820450494,39.32047750229569,12.817803705504241,7.3518598841646
Himachal Pradesh,Shimla,31.155725451807253,77.62573042168668,33,814010,425039,388971,342846,269796,258628,172298,92.0,75.0,150.10505055195068,285.98358988268797,46.04747244545733,2.4461237055695495,40.876947476443696,32.92817826822865,29.024029427052096,34.33821870669498
Himachal Pradesh,Sirmaur,30.682764453961443,77.43184689507493,32,529855,276289,253566,205617,157028,169399,110684,92.0,68.0,153.04741426041704,826.5754233950374,47.62224442640355,1.1553113095609817,38.55617310934865,31.352650971085993,15.041945086284061,12.304940912438195
Himachal Pradesh,Solan,31.03864311926604,76.94442140672783,31,580320,308754,271566,244372,184206,190001,108736,88.0,74.0,174.73605797527958,276.7896502156205,49.065887284278084,2.1490323214461147,43.33308772963945,37.08083636244556,21.99053607099584,26.718087837872883
Himachal Pradesh,Una,31.58330388349513,76.18353932038836,29,521173,263692,257481,213281,186434,141612,73734,98.0,77.0,192.05793799332739,1952.704523580366,51.61804333948942,1.1753412241675885,42.52474210226248,32.21126904691132,21.34764663746181,10.873570297853488
Jammu and Kashmir,Doda,33.359614675767915,76.07163720136518,16,409936,213641,196295,138620,80463,101144,50768,92.0,53.0,199.227860069335,3815.172759138708,46.27480036222936,0.4460510264412462,19.99446178255761,17.258283002911305,5.959571012670543,9.282962696393957
Jammu and Kashmir,Jammu,32.713199095022645,74.8477520361991,21,1529958,813821,716137,641916,495219,417456,91166,88.0,74.0,457.90755325450283,1505.664201588606,58.64180705080888,3.9603349721155015,46.0328008451898,32.33567246109799,39.22890358111375,97.43759967945445
Jammu and Kashmir,Kargil,33.565994894894914,76.63675315315312,4,140802,77785,63017,56301,29935,39839,12034,81.0,61.0,331.0536812364966,1173.0796335447499,32.86806247922898,0.488118976404121,24.690511797939514,36.65877367896311,6.823280159521436,19.25687391627446
Jammu and Kashmir,Kathua,32.51781678321678,75.58901398601404,7,616435,326109,290326,228499,160705,161548,38883,89.0,63.0,415.47205719723274,5275.309775126205,50.930196837749655,0.6716407489981243,22.04917918332581,12.116994884731925,15.25364561757902,18.45523614189465
Jammu and Kashmir,Pulwama,33.88414418604652,75.00921860465118,12,560440,293064,267376,178326,115632,138428,49992,91.0,52.0,276.9003040486478,17527.668845315904,43.51004296106321,0.9082689705300107,36.48972066444869,31.81364235358078,9.944274714430072,14.711903470715834
Jammu and Kashmir,Punch,33.791241290322574,74.29593161290322,5,476835,251899,224936,163333,98391,117677,43716,89.0,55.0,269.1851953518163,11510.629921259842,42.670682730923694,0.23472267448171064,13.424644524042115,11.251763812004775,8.927602301096277,11.555256207478488
Jammu and Kashmir,Srinagar,34.27312898550724,75.11021159420288,10,1236829,651124,585705,431746,316838,333151,74037,90.0,61.0,449.97906452179313,3133.846153846154,63.0733796269815,6.258794458490156,62.638661678850205,62.53913414862016,52.66913006837275,5704.316069057105
Jammu and Kashmir,Udhampur,33.04770670731707,75.15286951219511,19,554985,296784,258201,197543,124811,163845,79827,87.0,58.0,205.2501033484911,3550.6682389937105,40.35722076788831,0.662085514834206,11.74847294938918,9.851112565445026,10.911867364746945,23.338535220362697
Jharkhand,Bokaro,23.6814965034965,85.98398374125864,355,2062330,1072807,989523,759088,514432,507677,177691,92.0,62.0,285.7077736069919,434.09674498686417,53.998710600592815,1.91719539904553,29.34956089660432,25.740028775620914,13.200029876327726,103.25194157691202
Jharkhand,Chatra,24.11619945750453,84.93295804701627,347,1042886,533935,508951,303902,206159,251213,146477,95.0,49.0,171.50337595663484,6967.508882747729,12.546055257027778,0.2737793616764577,14.497313249993041,8.490872474501398,2.4626221566389175,7.22879576462627
Jharkhand,Deoghar,24.33070100755672,86.75697632241814,350,1492073,775022,717051,489837,303701,383691,167776,93.0,53.0,228.69242323097464,3467.42119150118,40.469055982095675,0.6042709272326008,16.065711354947002,13.29209536539119,8.318050418078393,24.99757161784647
Jharkhand,Dhanbad,23.854509090909097,86.40372924901185,354,2684487,1405956,1278531,1014950,707254,658851,185653,91.0,64.0,354.8830344783009,469.1383157812316,64.3120717715091,1.741594263337845,33.86202442266782,29.87930185676712,12.645678609012991,156.68910667635373
Jharkhand,Dumka,24.275006125574265,87.27662450229711,362,1321442,668514,652928,406275,266134,367108,257671,98.0,51.0,142.47160138315914,6736.274262667002,18.9951617540018,0.3648563511918233,8.754411611790395,8.218595746502823,3.6198154004244936,7.665864331883424
Jharkhand,Garhwa,24.082114689265527,83.68664265536722,346,1322784,683575,639209,405161,248315,335451,235980,94.0,49.0,142.1523010424612,8353.353353353354,10.057455521619438,0.19345869913577035,12.77717666716886,6.169449276156301,2.32766767561941,7.028936644287431
Jharkhand,Giridih,24.30578509874329,86.08710915619386,349,2445474,1258098,1187376,783736,469739,623946,412331,94.0,51.0,151.32163237787117,5560.233236151604,25.113825207728503,0.38922815096606267,13.096606266893582,8.463109420362398,3.3855240764841326,10.360081668007178
Jharkhand,Godda,24.8189,87.2941735483871,351,1313551,677927,635624,376212,228307,344019,208172,94.0,46.0,165.25709509444113,10750.568181818182,14.803273636270244,0.2992843201040989,12.271684415984659,9.022360716364757,2.541177276307229,5.6342103930491145
Jharkhand,Gumla,23.078532948929148,84.55056787479396,366,1025213,514390,510823,321795,237925,264774,222734,99.0,55.0,118.87453195291245,2323.959548813691,13.59525300977372,0.35653912491311773,8.2295751563881,8.385748732162318,3.9077717806361925,7.591319721736241
Jharkhand,Jamtara,23.97873318077801,86.95325080091534,363,791042,404830,386212,258260,168052,214740,111891,95.0,54.0,191.9189210928493,4611.378002528445,26.61686451084732,0.43518538466510115,9.564922334489518,7.922743822306483,2.996746881530474,12.148832714203738
Jharkhand,Latehar,23.72511185840708,84.48298743362837,359,726978,369666,357312,209706,140976,180106,133273,97.0,48.0,135.14065114464296,3437.8930395055095,23.79480917552363,0.21181952976064394,10.220915309568014,8.91947119877394,1.3562679890850642,9.657938064040115
Jharkhand,Lohardaga,23.488796043165483,84.6605169064748,356,461790,232629,229161,149568,110139,121605,99727,99.0,56.0,121.93789044090366,2939.3326592517697,25.805496752897277,0.31484338559793335,14.652326791288436,12.210720820924974,7.190269455706648,15.218222594280636
Jharkhand,Pakur,24.57260428082189,87.69691969178076,353,900422,452661,447761,206989,145892,234012,170572,99.0,39.0,137.19250521773796,6176.150333684581,14.464832508345804,0.15103027512374814,7.257741452745482,8.470127777138252,2.4477955565787957,8.269188585558458
Jharkhand,Palamu,24.196925968109337,84.20310842824594,358,1939869,1006302,933567,621706,402857,473042,240133,93.0,53.0,196.99166711780555,5394.703224801371,16.728936220287128,0.5283105828822467,20.13537499019377,11.386257550796266,4.23383933474543,14.731569014060739
Jharkhand,Ranchi,23.184235061391547,85.31781937244203,364,2914253,1494937,1419316,1085244,826189,743967,398900,95.0,66.0,186.50463775382303,579.2934236947791,48.00501243532673,3.0832496559422804,32.42993671526796,31.181615963183773,22.467995107950674,73.73722488948043
Jharkhand,Sahibganj,24.93667989690721,87.68264097938142,352,1150567,589391,561176,287303,195960,295690,194512,95.0,42.0,152.0163280414576,4775.312980452449,13.363959952948928,0.22644285478920892,13.494614798098034,13.19997088044507,4.423490285180062,16.80152159319758
Jharkhand,Simdega,22.608760391198054,84.59193691931536,367,599578,300309,299269,191991,151492,159867,128778,100.0,57.0,124.14154591622793,2595.279270857677,10.860815414436868,0.27240586541991074,5.942698170437201,6.148129544122667,2.2359176471345865,7.709008177902323
Karnataka,Bagalkot,16.15860676328503,75.64526070853468,556,1889752,950111,939641,641388,472024,511575,306506,99.0,59.0,166.90537868752978,527.18774678151,61.425598738018614,0.7632623197060268,55.63071555078191,13.617048161954278,10.056923675806113,51.06481239166377
Karnataka,Bangalore Rural,12.936827087794448,77.47369314775169,583,990923,509172,481751,385311,303438,315499,144392,95.0,70.0,218.5017175466785,295.73105848828607,65.62877149561052,1.1422462644963274,61.61697226629745,55.010690371314276,23.725272772941413,41.29373474369406
Karnataka,Belgaum,16.16107219152853,74.72329042357275,555,4779661,2423063,2356598,1725548,1326484,1372422,733246,97.0,64.0,187.1707448796175,640.8172932686994,61.32239049261737,1.3313368335260334,59.13485850755321,23.97505638848348,18.252203415531,36.996936985407835
Karnataka,Bellary,15.074377548209377,76.47228471074374,565,2452595,1236954,1215641,813440,608181,703258,413622,98.0,58.0,170.02432172369942,356.3748542557326,70.63161609033169,1.5439148007955348,66.90671713607493,25.038493616475265,18.29088342849811,67.78075585838688
Karnataka,Bidar,17.950361730769224,77.19459961538459,558,1703300,870665,832635,597198,445475,459050,243558,96.0,61.0,188.47666674878263,902.9711320142718,69.706448075644,1.019766154857564,55.11025852394563,18.696568850265663,8.96860065279415,35.617168290763196
Karnataka,Bijapur,16.84015316666667,75.95909166666665,417,255230,128663,126567,54076,32843,71591,62934,98.0,34.0,113.75568055423142,2582.9902491874323,21.43481015909986,0.20037334520730934,13.323971159939033,4.868901029268209,1.7502697333493176,15.74263117207477
Karnataka,Bijapur,16.84015316666667,75.95909166666665,557,2177331,1111022,1066309,730566,517702,580111,347611,96.0,57.0,166.8851100799457,614.2022039467713,61.91472824129367,0.9454207662704507,56.335475554038936,13.895998028398642,11.164192686117271,33.05368408042396
Karnataka,Chikmagalur,13.425288289676422,75.67626502311249,570,1137961,566622,571339,438257,380088,357889,207885,101.0,72.0,172.1572022993482,524.6372598890584,60.77706370118187,1.1492612619958922,62.815409784265064,42.64982442549678,18.993135011441648,25.914778925752422
Karnataka,Chitradurga,14.29102220394736,76.57821957236843,566,1659456,840843,818613,607188,480204,513311,343276,97.0,66.0,149.53302881646255,639.4349630009838,68.68411169827516,1.2766347452095461,60.51195042785482,23.950481504332195,13.529064620832104,27.9218996637156
Karnataka,Davanagere,14.330414586709884,75.91723841166937,567,1945497,986400,959097,720637,587903,585639,289568,97.0,67.0,202.24575919991162,436.52788367280255,70.22372717833917,1.3793337365811742,66.63538669395184,35.43417921163163,18.99636511642368,49.625296041502196
Karnataka,Dharwad,15.343831376975173,75.13831264108359,562,1847023,937206,909817,711776,589888,543776,241057,97.0,70.0,225.5798421120316,316.0867170105814,72.02631317480294,3.107612439557528,72.24282970126515,43.90172716433728,29.10015234814864,141.906392865548
Karnataka,Gadag,15.507128256880746,75.64861302752298,561,1064570,537147,527423,397178,302999,310412,185310,98.0,66.0,167.5095785440613,535.99487617421,67.83664186976833,1.1552477634841696,65.60252352965354,15.64122587097393,10.945912621758252,62.14721268868082
Karnataka,Gulbarga,17.070459515951594,76.87503850385033,579,2566326,1301755,1264571,828359,599009,680001,407027,97.0,56.0,167.065329818415,476.7353627024642,67.46037962890433,1.6253143713323346,56.7078384085519,19.79843568491701,12.888849630087648,49.73821074908162
Karnataka,Hassan,12.945098749999998,76.11049549999997,574,1776421,883667,892754,668836,556420,560452,343128,101.0,69.0,163.33613112307944,636.1355872821232,63.706534855583875,0.7712474621649938,64.080155044429,27.2205360734267,14.404091697523455,26.78435728064535
Karnataka,Haveri,14.737582809224318,75.3961230607966,564,1597668,819128,778540,603793,481650,490731,239335,95.0,68.0,205.0393799486076,752.6208323258376,71.55772746177134,0.5938621350020795,69.7582478165411,29.359421999980658,10.038833167296959,31.258490015107466
Karnataka,Kodagu,12.39684468085106,75.79336595744688,576,554519,274608,279911,215302,197575,172100,106838,102.0,74.0,161.08500720717348,414.7572297987651,53.495262332491286,1.553241240714829,58.94381473794923,52.88251148027459,19.231455482828892,17.546996942301114
Karnataka,Kolar,13.312799881235172,78.01376947743476,581,1536401,776396,760005,564110,452109,454048,263824,98.0,66.0,172.10261386378798,431.0011545439552,64.80070517934125,1.0575596356015067,50.67701823039348,29.663385740218462,15.160308955652008,46.251458353109776
Karnataka,Koppal,15.651253271028034,76.1617048598131,560,1389920,699926,689994,468785,340300,387974,266792,99.0,58.0,145.4219017061981,516.8417980151781,66.09407994692714,0.6323134379192593,64.78591673601876,14.195510722673546,9.380451297057004,23.695451481492334
Karnataka,Mandya,12.574901806239744,76.81570098522172,573,1805769,905085,900684,638668,510981,575203,296205,100.0,64.0,194.19084755490286,783.2801706837913,69.54145637042016,0.5987885513478521,69.12193091968373,28.422093465788844,14.307614057926168,22.54138998882029
Karnataka,Mysore,12.248100259403367,76.52881802853437,577,3001127,1511600,1489527,1063766,898414,921803,392465,99.0,65.0,234.87521180232633,378.14958520011146,69.58529048341879,3.083339305219863,66.44961573624674,41.097763039885685,29.718930445980483,70.36419063404095
Karnataka,Raichur,16.050795353982295,76.87368606194688,559,1928812,964511,964301,577213,402556,530373,373040,100.0,51.0,142.17590606905426,621.6311909889017,69.00260613186852,1.140731120899949,62.87819624085221,16.30499640230954,11.285121356241554,37.94931698371292
Karnataka,Shimoga,14.063845885634592,75.17882078103197,568,1752753,877415,875338,674938,588078,534487,246111,100.0,72.0,217.17314545063,404.95325422509893,65.66162431015005,1.5865195468015145,66.72892912186477,51.63795374892168,23.115974199882334,57.21816799264564
Karnataka,Tumkur,13.592467760074973,77.02297966260545,571,2678980,1350594,1328386,1006024,807367,837512,517134,98.0,68.0,161.9526080280933,572.1975165420641,63.21528303539936,0.8953745161428016,58.40479330339391,23.231997591666087,13.090710166449124,29.87834145217035
Karnataka,Udupi,13.450404228534568,74.72009990316337,569,1177361,562131,615230,465704,460725,335399,177842,109.0,79.0,188.59380798686473,1048.9233255692352,58.334306376155,2.353466238008869,59.635848454418785,55.73796864985767,21.74685836907644,42.83347602263757
Kerala,Alappuzha,9.542602965599087,76.38010796263319,598,2127789,1013142,1114647,890552,962245,536738,267733,110.0,87.0,200.47510019310283,2004.1336993379623,70.19871851573384,3.986256385307711,61.59168306760133,67.85218703699609,37.923752239004,118.31458063659596
Kerala,Ernakulam,10.004879301987431,76.26957729035381,595,3282388,1619557,1662831,1425723,1429953,913249,336094,103.0,87.0,271.72427951703986,776.7833018103215,65.65871365320753,7.554071666506341,62.962430119920896,65.952918682445,42.504028719041855,217.74683927788928
Kerala,Idukki,9.80480963855423,77.04586641566264,596,1108974,552808,556166,471881,451129,331710,184653,101.0,83.0,179.6396484216341,855.4278465441686,59.365763651308214,2.000324901256689,49.4179660696404,59.85893466332713,13.244817946187624,5.317279946885932
Kerala,Kannur,11.941523076923056,75.35209891725934,589,2523003,1181446,1341557,1012956,1125478,609377,214739,114.0,85.0,283.7756532348572,1776.2174841578264,58.58788578292429,3.742554262051007,56.96595562758531,60.79642031498752,13.221636280070925,184.85575667345765
Kerala,Kasaragod,12.33310309912974,75.07768497134369,588,1307375,628613,678762,516476,521016,325095,137903,108.0,79.0,235.74178951871966,1068.1317216247444,56.88538911693254,2.483933892605402,56.71569272746856,58.81858761862592,17.733631718146025,66.03216486979466
Kerala,Kollam,8.929388820570157,76.6360775852431,600,2635375,1246968,1388407,1074345,1165928,644362,267663,111.0,85.0,240.7362990028506,1161.2701808986578,68.18144476992423,3.409466777642061,57.581637175315905,67.74810026698951,28.444434836185184,76.64760413583724
